Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_x_Toolwear,Temp_difference
1,296.1,307.1,1651,35.7,167,5961.900000000001,11.0
1,302.4,311.8,1508,45.7,108,4935.6,9.400000000000034
1,297.4,307.9,1390,47.7,156,7441.200000000001,10.5
1,303.9,313.4,1442,48.5,174,8439.0,9.5
1,297.6,309.3,1610,35.0,6,210.0,11.699999999999989
2,297.4,308.2,1530,32.6,22,717.2,10.800000000000011
1,300.6,310.7,1455,40.6,82,3329.2000000000003,10.099999999999966
1,299.3,310.5,1818,26.0,102,2652.0,11.199999999999989
1,300.7,311.0,1312,52.1,107,5574.7,10.300000000000011
1,298.7,309.7,1510,40.6,162,6577.2,11.0
0,302.7,312.5,1527,36.4,26,946.4,9.800000000000011
1,299.9,310.2,1288,69.6,62,4315.2,10.300000000000011
2,298.2,308.3,1522,49.1,22,1080.2,10.100000000000023
1,298.6,309.4,1667,35.6,185,6586.0,10.799999999999955
1,301.6,309.8,1472,42.5,91,3867.5,8.199999999999989
1,297.4,308.8,1640,34.2,142,4856.400000000001,11.400000000000034
1,299.8,309.8,1749,33.4,153,5110.2,10.0
1,298.4,309.4,1385,50.0,201,10050.0,11.0
2,298.5,309.4,1565,33.7,150,5055.0,10.899999999999977
1,297.4,308.4,1371,57.4,52,2984.7999999999997,11.0
1,300.1,309.4,2141,17.9,33,590.6999999999999,9.299999999999955
1,297.8,307.7,1393,38.0,29,1102.0,9.899999999999977
1,299.8,311.3,1560,35.4,178,6301.2,11.5
1,297.6,308.3,1502,43.2,139,6004.8,10.699999999999989
1,304.3,313.5,1590,29.8,17,506.6,9.199999999999989
1,304.1,313.5,1469,44.6,113,5039.8,9.399999999999977
1,299.8,311.2,1664,28.3,173,4895.900000000001,11.399999999999977
1,297.6,309.2,1390,43.3,221,9569.3,11.599999999999966
2,301.2,310.1,1479,45.5,44,2002.0,8.900000000000034
1,300.1,309.7,1362,49.1,23,1129.3,9.599999999999966
1,299.6,310.8,1644,30.9,114,3522.6,11.199999999999989
2,297.5,309.2,1347,55.8,188,10490.4,11.699999999999989
1,300.6,310.3,1484,41.0,213,8733.0,9.699999999999989
1,300.6,309.4,2496,13.5,111,1498.5,8.799999999999955
2,300.4,311.0,1595,35.4,15,531.0,10.600000000000023
0,298.9,310.3,1243,63.0,163,10269.0,11.400000000000034
1,300.3,310.6,1433,53.8,86,4626.8,10.300000000000011
1,300.8,311.3,1524,43.5,71,3088.5,10.5
2,302.0,311.4,1587,35.9,30,1077.0,9.399999999999977
1,300.7,311.7,1635,32.4,213,6901.2,11.0
0,298.7,308.4,1560,33.3,53,1764.8999999999999,9.699999999999989
1,303.7,313.1,1406,48.6,183,8893.800000000001,9.400000000000034
0,303.8,312.6,1811,24.9,183,4556.7,8.800000000000011
2,299.3,308.6,1448,52.1,71,3699.1,9.300000000000011
2,301.8,310.8,1619,31.0,76,2356.0,9.0
1,299.8,310.2,1654,32.7,159,5199.3,10.399999999999977
0,302.4,311.5,1540,43.7,81,3539.7000000000003,9.100000000000023
1,299.0,310.3,1520,45.0,171,7695.0,11.300000000000011
1,297.2,308.4,1462,51.2,102,5222.400000000001,11.199999999999989
2,298.8,308.6,1486,41.1,13,534.3000000000001,9.800000000000011
2,298.3,308.1,1630,32.7,83,2714.1000000000004,9.800000000000011
0,300.9,310.8,1390,40.6,131,5318.6,9.900000000000034
2,298.8,309.1,1559,34.7,95,3296.5000000000005,10.300000000000011
2,297.8,309.7,1700,31.3,200,6260.0,11.899999999999977
1,298.2,308.8,1498,36.0,39,1404.0,10.600000000000023
1,301.6,310.9,1706,29.5,193,5693.5,9.299999999999955
2,301.7,310.8,1516,40.4,48,1939.1999999999998,9.100000000000023
2,300.3,311.2,1381,65.2,136,8867.2,10.899999999999977
1,297.8,307.8,1761,28.9,128,3699.2,10.0
0,298.9,310.1,1452,49.9,187,9331.3,11.200000000000045
1,298.2,307.7,1688,32.4,91,2948.4,9.5
1,302.7,312.4,1453,47.3,62,2932.6,9.699999999999989
1,297.3,308.1,1458,45.7,202,9231.400000000001,10.800000000000011
0,300.7,310.7,1428,43.4,26,1128.3999999999999,10.0
0,300.1,309.4,1563,40.8,28,1142.3999999999999,9.299999999999955
1,299.4,309.3,1448,48.6,44,2138.4,9.900000000000034
0,301.5,310.4,1580,35.7,161,5747.700000000001,8.899999999999977
1,304.2,313.4,1421,43.4,56,2430.4,9.199999999999989
1,300.6,309.3,1409,38.7,115,4450.5,8.699999999999989
2,297.3,308.7,1447,44.5,105,4672.5,11.399999999999977
0,300.6,310.6,1448,44.7,55,2458.5,10.0
2,303.5,312.4,1318,54.2,177,9593.4,8.899999999999977
1,299.0,310.3,1552,39.9,114,4548.599999999999,11.300000000000011
2,301.6,310.6,1924,23.6,181,4271.6,9.0
1,297.1,308.1,1487,34.6,208,7196.8,11.0
1,298.8,310.6,1651,33.3,0,0.0,11.800000000000011
1,301.0,312.1,1585,32.3,50,1614.9999999999998,11.100000000000023
1,297.4,308.7,1429,57.4,96,5510.4,11.300000000000011
2,300.2,309.4,1433,48.8,191,9320.8,9.199999999999989
1,298.3,309.1,1387,52.3,160,8368.0,10.800000000000011
1,301.0,310.9,1404,41.8,71,2967.7999999999997,9.899999999999977
1,301.5,311.1,1426,52.1,121,6304.1,9.600000000000023
2,298.1,308.2,1420,63.9,19,1214.1,10.099999999999966
1,301.6,310.7,1424,50.5,214,10807.0,9.099999999999966
1,299.9,309.6,1280,59.3,163,9665.9,9.700000000000045
1,299.2,308.7,1325,51.0,171,8721.0,9.5
2,299.6,310.9,1530,38.8,198,7682.4,11.299999999999955
1,303.2,311.5,1507,39.2,225,8820.0,8.300000000000011
1,299.8,309.2,1572,35.4,158,5593.2,9.399999999999977
1,300.5,309.9,1423,47.9,114,5460.599999999999,9.399999999999977
0,295.7,306.2,2161,16.5,105,1732.5,10.5
1,302.3,311.2,1758,24.4,68,1659.1999999999998,8.899999999999977
1,302.5,310.3,1584,35.5,158,5609.0,7.800000000000011
1,300.6,311.5,1419,38.6,31,1196.6000000000001,10.899999999999977
1,300.7,310.8,1608,39.5,202,7979.0,10.100000000000023
1,301.2,310.4,1381,49.8,115,5727.0,9.199999999999989
1,300.2,309.8,1353,59.4,26,1544.3999999999999,9.600000000000023
2,300.4,310.2,1671,30.5,234,7137.0,9.800000000000011
1,300.1,311.4,1430,40.9,93,3803.7,11.299999999999955
2,301.7,311.2,1413,42.6,79,3365.4,9.5
1,299.5,309.1,1852,22.6,77,1740.2,9.600000000000023
0,300.1,310.1,1426,42.7,64,2732.8,10.0
2,303.7,312.8,1366,47.3,49,2317.7,9.100000000000023
2,299.2,308.4,1856,22.7,86,1952.2,9.199999999999989
1,298.6,309.8,1704,28.3,64,1811.2,11.199999999999989
1,302.2,311.5,1427,43.8,88,3854.3999999999996,9.300000000000011
2,301.1,311.1,1436,41.8,156,6520.799999999999,10.0
1,298.9,310.0,1559,33.4,58,1937.1999999999998,11.100000000000023
1,297.2,308.3,1805,25.6,103,2636.8,11.100000000000023
1,303.1,312.8,2329,15.1,113,1706.3,9.699999999999989
2,302.7,312.5,1417,51.5,19,978.5,9.800000000000011
1,300.9,310.6,1350,53.8,131,7047.799999999999,9.700000000000045
0,303.9,313.1,1790,26.7,17,453.9,9.200000000000045
1,302.0,310.9,1663,31.5,81,2551.5,8.899999999999977
1,299.6,309.0,1648,33.6,70,2352.0,9.399999999999977
1,297.4,308.4,1571,39.4,0,0.0,11.0
2,298.6,309.9,1818,24.9,9,224.1,11.299999999999955
2,299.2,308.6,1586,35.7,138,4926.6,9.400000000000034
0,302.9,312.3,1754,26.9,209,5622.099999999999,9.400000000000034
1,298.7,310.2,1717,27.3,26,709.8000000000001,11.5
1,300.3,310.3,2158,16.8,32,537.6,10.0
1,296.9,308.0,1332,53.9,7,377.3,11.100000000000023
1,298.0,308.4,1432,46.2,11,508.20000000000005,10.399999999999977
1,299.3,308.7,1802,26.0,130,3380.0,9.399999999999977
2,297.3,308.2,1846,24.5,41,1004.5,10.899999999999977
1,300.6,310.9,1472,47.6,75,3570.0,10.299999999999955
2,299.9,309.3,1452,41.9,106,4441.4,9.400000000000034
0,298.2,308.8,1606,39.9,53,2114.7,10.600000000000023
1,298.0,309.5,1496,45.8,46,2106.7999999999997,11.5
2,300.1,311.4,1913,21.9,15,328.5,11.299999999999955
1,302.1,310.5,1696,30.9,107,3306.2999999999997,8.399999999999977
0,303.3,312.5,1328,49.8,120,5976.0,9.199999999999989
1,298.6,308.4,1562,34.4,25,860.0,9.799999999999955
0,300.5,310.6,1411,47.2,201,9487.2,10.100000000000023
1,300.6,310.1,1541,42.0,23,966.0,9.5
1,297.5,308.3,1585,32.9,32,1052.8,10.800000000000011
1,303.2,311.2,1363,46.7,29,1354.3000000000002,8.0
1,301.4,311.0,1733,25.7,182,4677.4,9.600000000000023
0,303.3,311.2,1607,31.7,34,1077.8,7.899999999999977
2,300.3,311.6,1312,53.4,151,8063.4,11.300000000000011
2,300.2,311.7,1555,37.4,169,6320.599999999999,11.5
1,301.3,310.4,1695,30.9,108,3337.2,9.099999999999966
2,300.6,312.2,2174,18.5,95,1757.5,11.599999999999966
1,299.0,310.1,1583,35.8,142,5083.599999999999,11.100000000000023
0,301.0,311.2,1602,32.7,19,621.3000000000001,10.199999999999989
1,300.7,309.5,1850,24.5,19,465.5,8.800000000000011
1,302.5,310.4,1488,48.4,134,6485.599999999999,7.899999999999977
1,299.1,308.7,1498,38.9,181,7040.9,9.599999999999966
1,301.5,310.7,1466,43.6,56,2441.6,9.199999999999989
2,299.9,309.4,1483,38.1,193,7353.3,9.5
1,301.1,311.1,1450,43.3,168,7274.4,10.0
1,299.3,309.1,1473,40.3,125,5037.5,9.800000000000011
1,302.5,311.1,1538,36.8,208,7654.4,8.600000000000023
1,300.9,311.6,1671,33.5,148,4958.0,10.700000000000045
1,297.6,308.6,1382,47.1,11,518.1,11.0
2,299.7,311.0,1435,50.1,168,8416.800000000001,11.300000000000011
1,298.5,309.3,1590,33.9,107,3627.2999999999997,10.800000000000011
2,303.0,312.4,1526,36.1,142,5126.2,9.399999999999977
0,298.3,309.0,1379,43.2,0,0.0,10.699999999999989
2,303.7,312.4,1631,28.5,132,3762.0,8.699999999999989
1,301.5,311.0,1494,45.3,99,4484.7,9.5
1,297.4,308.9,1809,23.8,131,3117.8,11.5
2,301.8,310.8,1691,33.4,62,2070.7999999999997,9.0
2,298.9,309.9,1645,31.4,86,2700.4,11.0
2,300.8,310.5,1330,59.0,190,11210.0,9.699999999999989
1,299.4,309.0,1436,47.9,75,3592.5,9.600000000000023
1,298.4,310.1,1926,23.7,83,1967.1,11.700000000000045
1,303.8,313.2,1525,41.9,145,6075.5,9.399999999999977
0,301.5,310.7,1599,40.4,72,2908.7999999999997,9.199999999999989
1,301.4,310.5,1476,39.2,206,8075.200000000001,9.100000000000023
1,298.6,309.5,1483,43.2,92,3974.4,10.899999999999977
2,298.1,307.7,1424,47.7,103,4913.1,9.599999999999966
2,299.9,309.8,1625,41.2,109,4490.8,9.900000000000034
1,301.9,311.0,1669,32.2,191,6150.200000000001,9.100000000000023
1,298.0,308.1,1819,23.4,78,1825.1999999999998,10.100000000000023
1,300.7,310.2,1286,64.9,160,10384.0,9.5
2,302.2,310.6,1346,49.2,134,6592.8,8.400000000000034
1,299.8,309.2,1479,44.4,214,9501.6,9.399999999999977
2,298.8,309.9,1415,53.2,194,10320.800000000001,11.099999999999966
2,302.5,311.8,1566,37.6,54,2030.4,9.300000000000011
2,300.2,311.3,1491,37.3,102,3804.6,11.100000000000023
2,300.7,311.9,1657,30.9,116,3584.3999999999996,11.199999999999989
1,298.9,310.1,1823,26.1,131,3419.1000000000004,11.200000000000045
2,299.0,309.8,2240,15.9,144,2289.6,10.800000000000011
2,303.4,312.9,1307,54.3,68,3692.3999999999996,9.5
1,297.8,308.4,1737,27.5,146,4015.0,10.599999999999966
2,299.1,308.4,1330,53.6,62,3323.2000000000003,9.299999999999955
1,302.4,310.1,2009,18.9,59,1115.1,7.7000000000000455
1,297.4,308.3,1561,38.3,0,0.0,10.900000000000034
2,300.2,311.4,1960,20.9,20,418.0,11.199999999999989
2,300.7,312.3,1430,47.2,131,6183.200000000001,11.600000000000023
2,296.9,307.9,1441,47.6,60,2856.0,11.0
1,302.4,310.3,1480,45.8,123,5633.4,7.900000000000034
1,299.1,308.9,1686,29.6,108,3196.8,9.799999999999955
2,302.0,311.2,1400,49.5,20,990.0,9.199999999999989
1,302.0,310.4,1450,46.6,165,7689.0,8.399999999999977
2,299.8,309.3,1470,42.7,119,5081.3,9.5
1,303.8,312.9,1619,35.7,182,6497.400000000001,9.099999999999966
1,301.2,310.6,1409,50.9,66,3359.4,9.400000000000034
1,298.1,308.0,1697,31.0,164,5084.0,9.899999999999977
0,298.8,309.7,1461,55.1,118,6501.8,10.899999999999977
2,300.8,312.3,1535,40.3,71,2861.2999999999997,11.5
2,301.3,311.0,1641,33.0,145,4785.0,9.699999999999989
2,302.3,310.9,1742,29.7,137,4068.9,8.599999999999966
2,297.4,308.5,1412,45.5,49,2229.5,11.100000000000023
0,298.9,310.1,1324,54.6,185,10101.0,11.200000000000045
2,299.0,310.6,1787,22.2,192,4262.4,11.600000000000023
2,298.0,307.6,1792,26.0,119,3094.0,9.600000000000023
1,300.7,310.2,1642,32.6,26,847.6,9.5
1,303.3,311.4,1958,21.5,0,0.0,8.099999999999966
1,301.0,310.8,1375,57.2,20,1144.0,9.800000000000011
1,303.7,312.1,1443,45.9,74,3396.6,8.400000000000034
2,300.9,311.9,1480,40.9,28,1145.2,11.0
2,300.5,311.9,1875,22.1,100,2210.0,11.399999999999977
1,297.2,308.4,1605,30.0,183,5490.0,11.199999999999989
2,298.3,309.6,1531,40.1,81,3248.1,11.300000000000011
1,299.1,308.8,1320,67.5,20,1350.0,9.699999999999989
2,297.7,309.2,1700,27.4,176,4822.4,11.5
2,301.3,310.8,1509,40.1,25,1002.5,9.5
1,302.1,310.7,1359,49.3,41,2021.3,8.599999999999966
1,298.2,309.4,1443,45.4,187,8489.8,11.199999999999989
2,302.2,311.4,1538,37.4,37,1383.8,9.199999999999989
1,297.2,308.5,1766,25.8,7,180.6,11.300000000000011
1,300.6,311.8,1539,37.0,187,6919.0,11.199999999999989
2,299.9,309.2,1683,30.5,13,396.5,9.300000000000011
2,302.3,311.0,1450,45.7,175,7997.500000000001,8.699999999999989
1,301.5,310.6,1490,48.1,81,3896.1,9.100000000000023
1,301.4,310.7,1605,34.2,94,3214.8,9.300000000000011
1,298.1,308.0,1456,42.4,59,2501.6,9.899999999999977
2,296.8,307.9,1683,31.8,76,2416.8,11.099999999999966
1,296.6,307.4,1631,35.0,168,5880.0,10.799999999999955
1,300.7,310.8,1519,43.9,55,2414.5,10.100000000000023
2,300.9,310.8,1402,48.1,22,1058.2,9.900000000000034
1,299.6,309.5,1803,27.7,159,4404.3,9.899999999999977
1,299.0,310.4,1365,49.1,226,11096.6,11.399999999999977
1,298.3,308.9,1270,52.7,44,2318.8,10.599999999999966
1,303.8,313.1,1309,55.8,193,10769.4,9.300000000000011
2,303.8,312.6,1768,23.9,149,3561.1,8.800000000000011
1,301.5,310.4,1918,21.8,9,196.20000000000002,8.899999999999977
1,299.8,310.4,1694,30.3,204,6181.2,10.599999999999966
2,300.5,309.9,1780,26.5,101,2676.5,9.399999999999977
2,297.6,308.7,1376,59.9,74,4432.599999999999,11.099999999999966
1,303.5,311.7,1959,22.3,157,3501.1,8.199999999999989
1,298.1,307.9,2161,17.5,5,87.5,9.799999999999955
1,296.2,307.2,1445,41.8,20,836.0,11.0
1,298.3,310.0,1460,47.6,101,4807.6,11.699999999999989
1,300.2,311.4,1891,22.6,86,1943.6000000000001,11.199999999999989
1,298.3,308.1,1672,41.3,0,0.0,9.800000000000011
1,297.5,308.5,1306,50.7,38,1926.6000000000001,11.0
1,296.3,307.3,1439,41.5,208,8632.0,11.0
2,297.5,309.5,1448,43.7,46,2010.2,12.0
1,297.8,309.0,1340,56.9,6,341.4,11.199999999999989
2,298.3,309.2,1359,51.4,21,1079.3999999999999,10.899999999999977
1,297.7,307.2,1518,35.8,195,6980.999999999999,9.5
2,304.3,313.5,2245,15.1,172,2597.2,9.199999999999989
1,298.8,308.5,1395,44.4,33,1465.2,9.699999999999989
1,298.6,309.9,1630,30.6,2,61.2,11.299999999999955
0,298.8,309.9,1526,42.1,30,1263.0,11.099999999999966
1,300.8,311.8,1417,43.4,223,9678.199999999999,11.0
0,298.4,308.5,1398,47.1,122,5746.2,10.100000000000023
1,301.9,310.3,1972,21.3,67,1427.1000000000001,8.400000000000034
2,298.2,309.0,1413,47.9,97,4646.3,10.800000000000011
2,297.3,308.1,1370,58.8,199,11701.199999999999,10.800000000000011
0,298.1,308.4,1515,43.8,6,262.79999999999995,10.299999999999955
2,296.2,307.0,1516,37.6,25,940.0,10.800000000000011
2,300.6,310.0,1486,41.2,127,5232.400000000001,9.399999999999977
1,300.4,311.5,1441,44.6,96,4281.6,11.100000000000023
1,301.1,311.1,1470,40.9,125,5112.5,10.0
1,298.1,307.7,1495,48.1,111,5339.1,9.599999999999966
0,298.2,308.7,1520,35.7,40,1428.0,10.5
1,300.3,311.5,1446,45.0,82,3690.0,11.199999999999989
1,295.8,306.5,1493,40.5,90,3645.0,10.699999999999989
1,300.7,310.8,1814,21.4,59,1262.6,10.100000000000023
1,298.1,309.2,1802,26.9,83,2232.7,11.099999999999966
1,300.8,311.2,1430,54.4,85,4624.0,10.399999999999977
1,299.7,309.6,1720,27.1,146,3956.6000000000004,9.900000000000034
2,300.9,311.2,1472,40.0,93,3720.0,10.300000000000011
1,298.1,308.4,1438,45.6,105,4788.0,10.299999999999955
1,301.5,310.5,1389,54.9,187,10266.3,9.0
1,300.5,311.6,1541,47.8,156,7456.799999999999,11.100000000000023
1,296.2,307.1,1413,53.4,203,10840.199999999999,10.900000000000034
1,302.3,310.9,1620,30.3,112,3393.6,8.599999999999966
1,300.9,310.7,1389,50.0,214,10700.0,9.800000000000011
1,301.9,311.0,1376,44.9,186,8351.4,9.100000000000023
1,296.5,307.2,1481,38.2,160,6112.0,10.699999999999989
1,302.0,310.9,1546,34.4,7,240.79999999999998,8.899999999999977
2,298.3,308.4,1444,47.5,178,8455.0,10.099999999999966
2,298.1,310.0,1393,43.1,65,2801.5,11.899999999999977
2,303.6,312.1,1627,32.5,7,227.5,8.5
2,300.5,310.4,1548,37.3,65,2424.5,9.899999999999977
2,297.3,308.3,1341,51.9,51,2646.9,11.0
1,300.4,311.6,1674,33.0,172,5676.0,11.200000000000045
1,300.8,310.5,1482,39.0,47,1833.0,9.699999999999989
1,302.0,310.6,1366,47.7,206,9826.2,8.600000000000023
1,298.9,308.7,1558,41.2,110,4532.0,9.800000000000011
0,303.7,312.7,1564,40.2,150,6030.0,9.0
0,300.3,309.9,1394,46.7,210,9807.0,9.599999999999966
1,298.2,308.1,1618,34.7,39,1353.3000000000002,9.900000000000034
1,300.1,309.3,1841,23.0,125,2875.0,9.199999999999989
1,300.7,310.8,1689,28.9,100,2890.0,10.100000000000023
0,300.5,309.4,1360,46.2,93,4296.6,8.899999999999977
1,300.4,311.1,2013,20.1,195,3919.5000000000005,10.700000000000045
1,300.8,310.7,1589,34.3,144,4939.2,9.899999999999977
0,301.8,309.9,1418,51.3,116,5950.799999999999,8.099999999999966
2,298.8,310.3,1528,37.1,99,3672.9,11.5
2,300.0,309.6,1477,38.1,13,495.3,9.600000000000023
1,300.1,311.5,1434,40.8,80,3264.0,11.399999999999977
1,295.8,306.4,1399,47.6,84,3998.4,10.599999999999966
1,303.1,312.6,1514,42.1,138,5809.8,9.5
2,301.0,311.2,1521,35.8,13,465.4,10.199999999999989
2,300.8,311.3,1465,43.2,113,4881.6,10.5
1,303.7,312.6,1466,42.5,183,7777.5,8.900000000000034
1,302.1,311.3,1634,30.6,50,1530.0,9.199999999999989
0,298.5,309.4,1671,31.8,108,3434.4,10.899999999999977
1,298.6,308.4,1559,36.6,188,6880.8,9.799999999999955
1,300.2,310.6,1431,42.3,113,4779.9,10.400000000000034
1,303.7,313.0,1753,29.0,42,1218.0,9.300000000000011
2,298.9,308.2,1411,51.3,43,2205.9,9.300000000000011
1,299.7,310.9,1384,48.2,188,9061.6,11.199999999999989
1,298.3,309.2,1383,52.1,26,1354.6000000000001,10.899999999999977
2,300.5,311.9,1511,44.5,30,1335.0,11.399999999999977
2,300.8,312.0,1443,53.3,151,8048.299999999999,11.199999999999989
1,300.3,311.0,1613,34.7,142,4927.400000000001,10.699999999999989
1,299.7,310.2,1469,39.5,26,1027.0,10.5
2,301.0,310.9,1510,44.5,66,2937.0,9.899999999999977
1,297.5,308.5,1335,48.0,131,6288.0,11.0
2,303.6,313.0,1396,38.2,117,4469.400000000001,9.399999999999977
1,300.5,311.9,1383,50.5,35,1767.5,11.399999999999977
1,299.4,309.2,1489,42.3,114,4822.2,9.800000000000011
0,302.1,310.9,1452,42.5,198,8415.0,8.799999999999955
1,296.2,307.0,1414,48.3,162,7824.599999999999,10.800000000000011
1,298.8,308.5,1444,42.2,83,3502.6000000000004,9.699999999999989
1,298.4,308.6,1491,42.0,120,5040.0,10.200000000000045
1,300.1,309.2,1783,27.3,118,3221.4,9.099999999999966
1,300.1,309.7,1680,33.8,140,4732.0,9.599999999999966
1,302.8,312.6,1462,39.4,22,866.8,9.800000000000011
1,302.4,311.8,1727,26.5,213,5644.5,9.400000000000034
2,301.7,310.8,1502,34.4,157,5400.8,9.100000000000023
1,302.0,311.0,1686,32.5,25,812.5,9.0
1,300.8,311.8,1323,61.1,178,10875.800000000001,11.0
1,301.7,311.0,1546,43.0,23,989.0,9.300000000000011
1,300.9,310.9,1615,32.0,183,5856.0,10.0
1,300.3,309.2,1572,32.0,173,5536.0,8.899999999999977
1,303.1,311.2,1399,49.2,111,5461.200000000001,8.099999999999966
1,298.6,308.2,1325,54.0,41,2214.0,9.599999999999966
0,298.4,307.9,1605,31.0,18,558.0,9.5
1,299.2,308.5,1366,49.7,74,3677.8,9.300000000000011
1,299.0,310.1,1447,42.8,104,4451.2,11.100000000000023
1,301.9,311.0,1356,45.7,119,5438.3,9.100000000000023
1,301.0,311.2,1467,45.4,36,1634.3999999999999,10.199999999999989
0,297.3,307.9,1461,37.5,161,6037.5,10.599999999999966
1,299.4,308.7,1681,30.8,171,5266.8,9.300000000000011
2,298.9,310.1,1484,37.9,73,2766.7,11.200000000000045
2,302.7,310.6,1349,51.2,6,307.20000000000005,7.900000000000034
2,300.4,311.7,1398,42.6,176,7497.6,11.300000000000011
1,303.6,312.6,1540,39.8,21,835.8,9.0
1,301.3,310.3,1555,41.2,131,5397.200000000001,9.0
1,300.5,309.9,1382,46.5,134,6231.0,9.399999999999977
2,297.5,307.9,1544,37.9,136,5154.4,10.399999999999977
1,300.6,309.9,1480,43.7,153,6686.1,9.299999999999955
2,302.7,311.6,1501,38.8,171,6634.799999999999,8.900000000000034
2,303.5,312.9,1438,42.8,106,4536.799999999999,9.399999999999977
1,302.8,312.4,1529,36.8,237,8721.599999999999,9.599999999999966
0,296.8,308.0,1311,58.6,19,1113.4,11.199999999999989
1,297.5,308.5,1448,54.3,83,4506.9,11.0
0,302.2,311.6,1357,44.2,142,6276.400000000001,9.400000000000034
1,303.5,312.0,1441,56.8,88,4998.4,8.5
2,297.8,307.2,1456,39.6,199,7880.400000000001,9.399999999999977
1,302.1,311.0,1740,30.8,182,5605.6,8.899999999999977
2,299.6,309.0,1245,64.0,120,7680.0,9.399999999999977
1,297.9,308.1,1393,50.3,193,9707.9,10.200000000000045
1,303.5,312.1,1522,36.4,107,3894.7999999999997,8.600000000000023
2,296.9,307.9,2010,18.9,86,1625.3999999999999,11.0
1,302.3,310.8,1650,32.4,26,842.4,8.5
1,301.3,310.7,1504,47.2,74,3492.8,9.399999999999977
1,297.6,308.6,1351,51.0,37,1887.0,11.0
1,303.8,313.0,1452,38.6,72,2779.2000000000003,9.199999999999989
1,295.7,306.2,1458,40.6,103,4181.8,10.5
2,301.1,311.6,1266,55.5,210,11655.0,10.5
1,300.5,309.8,1305,51.7,202,10443.400000000001,9.300000000000011
2,300.7,309.5,1393,43.9,81,3555.9,8.800000000000011
2,298.4,308.2,1610,35.0,24,840.0,9.800000000000011
1,297.9,308.6,1468,36.0,168,6048.0,10.700000000000045
1,297.9,308.0,1501,36.7,4,146.8,10.100000000000023
2,299.8,311.1,1562,35.7,170,6069.000000000001,11.300000000000011
1,304.1,313.2,1569,35.8,146,5226.799999999999,9.099999999999966
2,297.4,308.4,1564,35.0,105,3675.0,11.0
1,298.0,307.7,1422,45.6,140,6384.0,9.699999999999989
2,298.1,307.7,1498,38.3,81,3102.2999999999997,9.599999999999966
1,298.0,307.8,1623,29.9,24,717.5999999999999,9.800000000000011
2,303.9,313.2,1422,48.0,215,10320.0,9.300000000000011
1,301.6,310.4,1517,41.1,167,6863.7,8.799999999999955
2,299.0,310.2,1298,57.2,10,572.0,11.199999999999989
1,300.3,311.4,1343,57.7,142,8193.4,11.099999999999966
1,297.3,308.4,1441,43.4,14,607.6,11.099999999999966
2,299.5,310.1,1659,31.5,44,1386.0,10.600000000000023
2,300.1,309.4,1349,56.2,127,7137.400000000001,9.299999999999955
0,302.8,312.3,1483,47.2,223,10525.6,9.5
1,298.0,308.1,1777,24.3,200,4860.0,10.100000000000023
1,302.7,312.3,1421,48.5,0,0.0,9.600000000000023
1,298.8,309.7,1225,63.4,37,2345.7999999999997,10.899999999999977
2,302.9,311.0,1556,36.5,44,1606.0,8.100000000000023
2,298.7,310.1,1549,42.5,61,2592.5,11.400000000000034
0,300.2,309.3,1506,35.6,63,2242.8,9.100000000000023
1,300.4,309.7,1534,42.5,127,5397.5,9.300000000000011
2,297.4,307.9,1627,34.3,166,5693.799999999999,10.5
1,295.6,306.2,1446,49.9,133,6636.7,10.599999999999966
2,297.3,308.2,1452,38.2,44,1680.8000000000002,10.899999999999977
1,303.0,311.2,1361,47.6,106,5045.6,8.199999999999989
0,297.4,308.7,1623,33.8,127,4292.599999999999,11.300000000000011
0,301.5,310.7,1394,46.7,130,6071.0,9.199999999999989
1,301.4,310.7,1989,21.8,19,414.2,9.300000000000011
0,300.6,310.4,1479,35.6,150,5340.0,9.799999999999955
